1990s_빈도_1,1990s_빈도_2,1990s_빈도_3,1990s_빈도_4,1990s_빈도_5,1990s_빈도_6,1990s_빈도_7,1990s_빈도_8,1990s_빈도_9,1990s_빈도_10,2000s_빈도_1,2000s_빈도_2,2000s_빈도_3,2000s_빈도_4,2000s_빈도_5,2000s_빈도_6,2000s_빈도_7,2000s_빈도_8,2000s_빈도_9,2000s_빈도_10,2010s_빈도_1,2010s_빈도_2,2010s_빈도_3,2010s_빈도_4,2010s_빈도_5,2010s_빈도_6,2010s_빈도_7,2010s_빈도_8,2010s_빈도_9,2010s_빈도_10,2020s_빈도_1,2020s_빈도_2,2020s_빈도_3,2020s_빈도_4,2020s_빈도_5,2020s_빈도_6,2020s_빈도_7,2020s_빈도_8,2020s_빈도_9,2020s_빈도_10
"('그리움', 3)","('뒷모습', 3)","('바람', 2)","('나뭇잎', 2)","('조각배', 2)","('가슴', 2)","('겨울', 2)","('영상', 2)","('별빛', 1)","('얼굴', 1)","('걱정하지마', 5)","('위로', 4)","('이제', 4)","('괜찮아', 4)","('걱정', 1)","('라면', 1)","('후회', 1)","('그늘', 1)","('속', 1)","('너에게', 1)","('여자', 8)","('사랑', 8)","('괜찮아', 7)","('쯤', 6)","('눈물', 5)","('세상', 4)","('이별', 4)","('마라', 3)","('남자들', 3)","('의리', 3)","('사랑', 7)","('사랑이란', 6)","('멜로', 6)","('말', 4)","('남이', 3)","('게', 3)","('뒷모습', 3)","('오늘', 2)","('고백', 2)","('거짓말', 2)"
"('세상', 5)","('사람', 5)","('아름다운 사람들', 3)","('적', 2)","('지금', 2)","('손해', 2)","('거짓말', 2)","('매력', 2)","('텐', 2)","('데', 2)","('사랑', 4)","('이제', 3)","('채', 2)","('가지', 2)","('속', 2)","('모습', 2)","('거', 2)","('날', 2)","('기도', 2)","('숨결', 1)","('박수', 18)","('손', 8)","('오늘', 5)","('하루', 4)","('하늘', 3)","('말', 3)","('이제', 3)","('시작', 3)","('걱정', 2)","('손뼉', 2)","('사람', 8)","('반', 6)","('테', 4)","('괜찮아', 4)","('사랑', 3)","('눈', 3)","('이제', 2)","('척', 2)","('넌', 2)","('번', 1)"
"('바람', 4)","('패인', 2)","('상처', 2)","('먼지', 2)","('세상', 2)","('끝', 2)","('눈물', 2)","('그리움', 2)","('만남', 1)","('이별', 1)","('가요', 5)","('미스터', 5)","('김', 5)","('거', 3)","('힘', 3)","('이름', 2)","('말', 2)","('삶', 2)","('어깨', 2)","('이제', 2)","('세상', 10)","('사람', 6)","('사랑해 사랑해', 3)","('행복', 3)","('하늘', 3)","('별', 2)","('사랑', 2)","('너에게', 2)","('밤하늘', 1)","('집으로 가는 길', 1)","('넌', 4)","('바보', 4)","('꽃', 3)","('음', 3)","('말', 3)","('말도', 2)","('아무것', 2)","('원', 2)","('자리', 2)","('물', 2)"
"('사람', 14)","('처음', 6)","('거리', 6)","('음', 4)","('동네', 4)","('올해', 4)","('비', 4)","('곳', 4)","('해', 3)","('잘못', 2)","('소녀', 5)","('여자', 4)","('사랑', 4)","('오늘', 3)","('장미', 3)","('송이', 3)","('눈', 3)","('날', 2)","('생각', 2)","('뿐', 2)","('거', 11)","('말', 8)","('날', 7)","('사랑', 5)","('넌', 4)","('밖', 2)","('행복', 2)","('걱정', 2)","('생각', 2)","('얘기', 1)","('행복', 4)","('눈', 3)","('하루', 3)","('맘', 3)","('생각', 3)","('사랑', 3)","('지금', 2)","('영원', 2)","('건', 2)","('이해', 2)"
"('콩밭', 1)","('메', 1)","('아낙네', 1)","('배', 1)","('적삼', 1)","('설움', 1)","('포기', 1)","('눈물', 1)","('심', 1)","('누나', 1)","('울트라맨', 12)","('진정', 6)","('울', 5)","('매니아', 4)","('펀치', 4)","('다', 3)","('적', 3)","('꿈', 3)","('어떤 나라', 3)","('인지', 3)","('처', 30)","('처음처럼', 24)","('거', 3)","('사랑', 3)","('숨', 2)","('남자', 2)","('두근두근', 1)","('가슴', 1)","('파', 1)","('첫사랑', 1)","('거', 9)","('Come on', 6)","('기분', 6)","('사람', 5)","('가자', 5)","('날', 4)","('너에게', 4)","('사랑', 3)","('말', 3)","('침대', 3)"
"('까닭', 3)","('가요', 3)","('눈물', 2)","('슬픔', 2)","('미소', 2)","('사랑', 2)","('생각', 2)","('웃음', 2)","('내', 2)","('마음', 2)","('빠', 15)","('빰', 12)","('노래', 8)","('가슴', 4)","('태양', 4)","('마음', 4)","('새벽', 3)","('밤', 2)","('내', 2)","('게로', 2)","('사랑', 8)","('빛', 8)","('속', 4)","('건', 3)","('밤', 3)","('하늘', 3)","('맘', 3)","('곳', 3)","('사랑해요', 3)","('눈', 3)","('축제', 9)","('계절', 6)","('맘', 4)","('이제', 3)","('거', 3)","('이건', 3)","('순간', 3)","('눈', 3)","('지금', 3)","('태양', 3)"
"('사랑', 11)","('하리', 9)","('오오', 5)","('이제', 4)","('채', 3)","('입맞춤', 3)","('슬픔', 3)","('길', 3)","('가슴', 3)","('외로움', 3)","('기억', 5)","('감옥', 3)","('사슬', 3)","('지금', 2)","('곁', 2)","('삶', 2)","('속', 2)","('얼룩', 1)","('몸', 1)","('구석', 1)","('사랑', 19)","('굿바이', 12)","('한걸음', 8)","('행복', 7)","('눈물', 7)","('온몸', 6)","('이제', 4)","('안녕 내 사랑', 3)","('가요', 3)","('내 사랑', 3)","('덤', 12)","('맘', 11)","('더럼', 8)","('덤덤', 8)","('거', 5)","('말', 4)","('거짓말', 3)","('느낌', 2)","('모습', 2)","('걱정', 2)"
"('그대에게', 6)","('생각', 5)","('오오', 4)","('가슴', 3)","('한번쯤', 3)","('말', 2)","('숨결', 1)",0,0,0,"('사랑', 5)","('내', 3)","('바보', 2)","('위안', 2)","('아픔', 2)","('모습', 2)","('이해', 2)","('게로', 2)","('보답', 2)","('이 노래', 1)","('Push Push', 20)","('맘', 7)","('Baby Boy', 6)","('넌', 5)","('말', 3)","('내', 3)","('꺼', 3)","('눈', 2)","('완전', 2)","('이제', 2)","('아마', 27)","('거', 21)","('우', 9)","('돈', 5)","('번', 5)","('개', 4)","('내년', 4)","('애', 4)","('기', 4)","('택배', 3)"
"('날', 5)","('안길', 4)","('곳', 4)","('웃음', 2)","('가지', 2)","('사이', 2)","('기억', 2)","('내 사랑', 2)","('내 곁에 있어', 2)","('세상', 2)","('뒤', 5)","('추억', 4)","('처음', 3)","('벌써 일년', 3)","('눈물', 2)","('시작', 2)","('이제', 2)","('거', 2)","('며칠', 1)","('생각', 1)","('너에게', 4)","('날', 4)","('게로', 4)","('거', 4)","('맘', 3)","('보일', 3)","('꺼', 3)","('나나', 2)","('눈', 2)","('눈빛', 1)","('술', 6)","('말', 3)","('순간', 2)","('한잔', 2)","('담배', 2)","('피고', 2)","('보니', 2)","('오늘', 2)","('걱정', 1)","('몸', 1)"
"('기억', 3)","('그만큼', 2)","('뿐', 2)","('속', 2)","('어떤 만남', 2)","('준비', 2)","('얘기', 2)","('이별', 2)","('눈', 2)","('사랑', 2)","('사랑', 5)","('미소', 4)","('말', 3)","('거', 2)","('세상', 2)","('눈물', 2)","('방울', 2)","('날', 2)","('하나로', 2)","('밖', 1)","('바람', 14)","('오늘', 6)","('거', 4)","('밤', 3)","('여름', 3)","('친구', 2)","('엄마', 2)","('듯이', 2)","('불어', 2)","('다오', 2)","('넌', 4)","('사이', 3)","('말', 3)","('어둠', 2)","('왼손', 2)","('유일', 2)","('세상', 1)","('모서리', 1)","('골칫거리', 1)","('걸음걸이', 1)"
"('생각', 5)","('미소', 3)","('모습', 3)","('추억', 3)","('사랑은', 2)","('마음', 2)","('이별', 2)","('슬픔', 2)","('미', 2)","('소속', 2)","('이여', 4)","('여인', 3)","('맘', 3)","('번', 2)","('용서', 2)","('말', 2)","('사랑해요', 2)","('보고 또 보고', 1)","('사랑', 1)","('등불', 1)","('내가 제일 잘 나가', 12)","('제일', 4)","('몸', 2)","('넌', 2)","('날', 2)","('시', 2)","('뒤', 1)","('앞', 1)","('질주', 1)","('테이블', 1)","('날', 4)","('말', 3)","('생각', 3)","('하루', 3)","('척', 3)","('눈빛', 2)","('곁', 2)","('맘', 2)","('Because of you', 2)","('뿐', 2)"
"('으', 4)","('흠', 4)","('맘', 4)","('눈물', 3)","('이제', 3)","('마음', 3)","('사진', 3)","('한장', 3)","('남지', 3)","('바람', 1)","('눈물', 5)","('번', 4)","('사랑은', 4)","('넌', 3)","('눈', 3)","('모습', 2)","('말', 2)","('이제', 1)","('연습', 1)","('표정', 1)","('비', 6)","('비가 오는 날엔', 3)","('밤', 3)","('뿐', 2)","('기억', 2)","('반복', 2)","('세상', 1)","('오늘', 1)","('생각', 1)","('끝', 1)",0,0,0,0,0,0,0,0,0,0
"('웃음', 4)","('날', 2)","('모습', 2)","('넥타이', 2)","('말', 2)","('사람', 2)","('술', 2)","('사랑', 2)","('속', 2)","('진실', 2)","('사랑', 6)","('날', 2)","('아무것', 2)","('뿐', 2)","('여자', 2)","('간', 1)","('하루', 1)","('해', 1)","('소식', 1)","('세월', 1)","('괘', 8)","('거', 6)","('불행', 2)","('웃음', 2)","('눈', 2)","('여기저기', 2)","('괜찮아', 2)","('반', 2)","('No.1', 1)","('사랑', 1)","('손', 3)","('광야', 3)","('문', 3)","('절대', 2)","('너머', 2)","('룰', 1)","('결속', 1)","('무기', 1)","('위협', 1)","('상상', 1)"
"('사랑', 5)","('슬픔', 4)","('마음', 4)","('창', 3)","('이제', 3)","('말', 3)","('마지막', 3)","('웃음', 3)","('노을', 2)","('입술', 2)","('곁', 3)","('너에게', 3)","('바', 2)","('슬픔', 2)","('약속', 2)","('내일', 1)","('흙', 1)","('밤', 1)","('눈', 1)","('시작', 1)","('날', 3)","('아름', 2)","('답지 않아', 2)","('속', 2)","('세상', 2)","('거짓말', 2)","('곁', 2)","('맘', 1)","('노래', 1)","('화가', 1)","('안녕', 6)","('날', 5)","('봄날', 4)","('봄바람', 4)","('뜬구름', 4)","('라일락', 3)","('꽃', 3)","('완벽', 2)","('결말', 2)","('꽃잎', 2)"
"('사랑', 4)","('눈물', 3)","('별이', 2)","('이유', 2)","('모습', 2)","('이별', 2)","('끝', 2)","('생각', 1)","('예감', 1)","('말', 1)","('거', 4)","('사랑', 3)","('마음', 3)","('사랑은', 3)","('눈', 2)","('눈물', 2)","('세월이 흘러가면', 1)","('보일', 1)","('이름', 1)","('게', 1)","('말', 12)","('척', 5)","('하늘', 4)","('오늘', 3)","('눈물', 3)","('위', 3)","('번', 3)","('오빠', 3)","('얘기', 2)","('고개', 2)","('난나', 14)","('나나', 8)","('너에게', 4)","('곁', 4)","('밤하늘', 3)","('별', 3)","('사랑하니까', 3)","('사람', 2)","('말', 2)","('행복', 2)"
"('번', 9)","('눈물', 3)","('내 사랑', 3)","('가슴', 2)","('너에게', 2)","('바람', 1)","('어깨', 1)","('가슴속', 1)","('추억', 1)","('밤', 1)","('길', 13)","('꿈', 7)","('끝', 3)","('날', 1)","('오늘', 1)","('사람', 1)","('기쁨', 1)","('돈', 1)","('명', 1)","('옌지', 1)","('행복', 4)","('살다가', 2)","('한번쯤', 2)","('얼', 2)","('건강', 2)","('번', 2)","('눈', 1)","('감기', 1)","('눈물', 1)","('공간', 1)","('날', 3)","('친구', 3)","('위', 3)","('붉은색', 3)","('푸른색', 3)","('사이', 3)","('초', 3)","('노란색', 3)","('빛', 3)","('신호등', 3)"
"('마음', 6)","('한번쯤', 3)","('모습', 3)","('짐작', 3)","('사람', 2)","('영화', 2)","('속', 2)","('골목', 2)","('바보', 2)","('이제', 1)","('말', 10)","('사랑', 10)","('제일', 3)","('삶', 3)","('부족', 2)","('인사', 1)","('우려', 1)","('전화', 1)","('밤새', 1)","('한숨', 1)","('말', 9)","('안녕', 7)","('날', 5)","('넌', 4)","('눈물', 4)","('마음', 3)","('가슴', 3)","('입', 3)","('오늘밤', 2)","('듯', 2)",0,0,0,0,0,0,0,0,0,0
"('날', 11)","('속', 6)","('이제', 4)","('영화', 4)","('주인공', 4)","('노래', 4)","('기억', 4)","('곁', 3)","('모습', 3)","('우울', 3)","('사랑해요', 3)","('그대에게', 2)","('거짓말', 2)","('곁', 2)","('순간', 2)","('고백', 1)","('약속', 1)","('친구', 1)","('사인', 1)","('눈', 1)","('그리워', 8)","('눈물', 2)","('저녁', 1)","('하루', 1)","('바람', 1)","('창문', 1)","('조용한 방', 1)","('조명', 1)","('밖', 1)","('노래', 1)","('말', 9)","('맘', 7)","('내 손을 잡아', 6)","('눈', 5)","('건', 5)","('느낌', 3)","('딴청', 3)","('피우지', 3)","('거', 3)","('고개', 1)"
"('사랑해 사랑해', 3)","('너를 사랑해', 3)","('후회', 2)","('바보', 2)","('눈물', 2)","('만남', 1)","('우연이', 1)","('아니야', 1)","('바램', 1)","('운명', 1)","('부탁', 3)","('더 가까이', 3)","('생각', 2)","('처음', 2)","('거', 2)","('눈물', 1)","('투정', 1)","('기억', 1)","('사랑으로', 1)","('말', 1)","('거', 7)","('앞', 4)","('말', 4)","('쇼', 4)","('연기', 3)","('생각', 3)","('날', 3)","('덕', 3)","('이름', 1)","('수지', 1)","('세상', 3)","('날', 2)","('빛나는 별', 2)","('앞', 2)","('바람', 2)","('햇살', 2)","('속', 2)","('사랑', 2)","('순간', 1)","('눈물', 1)"
"('사람', 6)","('채', 3)","('이별', 3)","('테', 3)","('마음', 2)","('불', 2)","('듯', 2)","('이름', 2)","('이제', 2)","('거', 2)","('기억', 4)","('길', 4)","('오늘', 4)","('그대에게', 4)","('우연', 4)","('만남', 4)","('사람', 2)","('모습', 2)","('이제', 2)","('행복', 2)","('날', 6)","('사랑', 6)","('때문', 4)","('사람', 4)","('이대로', 2)","('내 사랑', 2)","('이제', 2)","('가요', 2)","('듯이', 2)","('내사랑', 2)","('바라', 5)","('텐', 4)","('데', 4)","('곁', 4)","('맘', 4)","('보고 싶다', 3)","('사람', 2)","('바보', 2)","('사랑', 2)","('이름', 2)"
"('속', 3)","('외로움', 3)","('예전', 3)","('건', 3)","('한숨', 2)","('발걸음', 2)","('테', 2)","('세상일', 2)","('거', 1)","('이유', 1)","('사랑', 8)","('맘', 4)","('말', 3)","('이제', 3)","('마음', 2)","('표현', 2)","('테', 2)","('곁', 1)","('생각', 1)","('모습', 1)","('오늘', 4)","('밤', 4)","('음악', 3)","('세상', 3)","('정신', 3)","('말', 3)","('생각', 2)","('볼륨', 1)","('스피커', 1)","('몸', 1)","('밤', 10)","('잠', 8)","('노래', 6)","('심장', 6)","('춤', 6)","('오늘', 6)","('마음', 3)","('생각', 3)","('오질', 3)","('날', 2)"
"('모습', 4)","('거', 4)","('마음', 4)","('사랑', 3)","('길', 3)","('외로움', 3)","('건', 3)","('생각', 2)","('날', 2)","('서로', 2)","('넌', 5)","('날', 4)","('밤', 4)","('친구', 3)","('장난', 3)","('마음', 2)","('맘', 2)","('사람', 2)","('행복', 2)","('괜찮아', 2)","('라라', 11)","('바', 9)","('랄', 9)","('빠빠빠', 6)","('별빛', 6)","('넌', 6)","('달빛', 6)","('사람', 6)","('샤라', 5)","('하늘', 5)","('듯이', 9)","('정해진', 6)","('처음', 4)","('길', 4)","('이별', 4)","('고통', 3)","('사랑', 3)","('보통', 3)","('곳', 2)","('서로', 2)"
"('꿈', 5)","('채', 5)","('거리', 4)","('이제', 3)","('하늘', 3)","('구름', 3)","('위', 3)","('숨', 3)","('생활', 3)","('일거', 3)","('사랑', 10)","('날', 8)","('사랑은', 4)","('가슴', 2)","('거', 2)","('추억', 2)","('하루', 2)","('인사', 1)","('눈', 1)","('채', 1)","('Hot Summer', 26)","('눈', 7)","('광선', 3)","('선글래스', 3)","('얼음', 3)","('입', 3)","('속', 3)","('작', 3)","('하늘', 3)","('투명', 3)","('아픔', 5)","('내 사랑', 3)","('의미', 3)","('지도', 2)","('무어', 2)","('속', 2)","('사랑은', 2)","('영원', 1)","('밤', 1)","('창문', 1)"
"('친구', 3)","('웃음', 3)","('느낌', 3)","('미소', 3)","('지', 3)","('따스함', 3)","('이제', 3)","('말', 2)","('듯이', 2)","('길만', 2)","('속', 5)","('이제', 4)","('사랑', 3)","('마음', 2)","('소리', 2)","('슬픔', 2)","('맘', 2)","('불빛', 2)","('내 사랑', 2)","('어둠', 2)","('넌', 6)","('날', 5)","('사랑', 3)","('곁', 3)","('말', 2)","('데', 2)","('사랑했는데', 2)","('부족', 2)","('용서', 2)","('너와 나', 2)","('오늘', 4)","('고백', 3)","('거', 3)","('말', 3)","('취기', 2)","('너에게', 2)","('하루하루', 2)","('애', 2)","('표현', 2)","('문자', 2)"
"('기쁨', 6)","('마음', 4)","('곳', 4)","('순간', 4)","('말', 4)","('꺼', 4)","('너에게', 3)","('눈', 3)","('만남', 3)","('슬픔', 3)","('마음', 3)","('말', 3)","('내 사랑', 3)","('날', 3)","('아름다운 그녀', 2)","('모습', 2)","('오늘', 2)","('아침', 2)","('이제', 2)","('햇살', 1)","('킹', 4)","('카', 4)","('셔츠', 4)","('압구정', 4)","('돈이 없어', 4)","('오늘', 4)","('날라리', 4)","('사실 나는', 3)","('말', 2)","('거', 2)","('빛나', 11)","('삶', 9)","('거', 6)","('날', 5)","('넌', 5)","('보란', 4)","('듯', 4)","('놈', 3)","('너에게', 3)","('최선', 3)"
"('모습', 12)","('보고', 12)","('파', 12)","('밤', 10)","('가야', 6)","('꿈', 5)","('생각', 4)","('넌', 3)","('이제', 2)","('서로', 2)","('우', 3)","('뿐', 3)","('속', 2)","('게', 2)","('우 누', 2)","('순간', 2)","('아침', 1)","('밤새', 1)","('기억', 1)","('얼굴', 1)","('말', 3)","('사랑', 3)","('오직 그대만', 2)","('첫사랑', 2)","('끝', 2)","('지금', 2)","('대만', 2)","('영원', 2)","('내 사랑', 2)","('원래', 1)","('운전', 7)","('사이', 6)","('말', 6)","('넌', 5)","('침묵', 4)","('차', 3)","('핸드폰', 3)","('창밖', 3)","('걷기', 2)","('처음', 2)"
"('이제', 7)","('이별', 4)","('사랑은', 3)","('여행', 3)","('추억', 3)","('영원', 3)","('꿈', 3)","('세상', 2)","('어둠', 2)","('모습', 2)","('거', 5)","('사랑', 4)","('날', 4)","('세상', 3)","('처음', 2)","('영화', 2)","('운명', 2)","('그날', 2)","('선택', 2)","('벌이', 2)","('생각', 4)","('말', 4)","('앞', 3)","('사랑', 3)","('너에게', 3)","('절대', 3)","('후회', 3)","('날', 2)","('적', 2)","('사랑한다고 말해', 2)","('지구', 3)","('춤', 3)","('기분', 3)","('눈', 3)","('날', 3)","('유성', 1)","('비', 1)","('하늘', 1)","('아래', 1)","('색색', 1)"
"('살', 2)","('꺼', 2)","('사랑', 2)","('이제', 2)","('친구', 2)","('슬픔', 2)","('뿐', 2)","('사람', 2)","('아침', 2)","('골목', 1)","('위', 16)","('잔', 9)","('세상', 9)","('머리', 8)","('건배', 8)","('인생', 4)","('축배', 4)","('술잔', 3)","('삶', 3)","('속', 3)","('넌', 4)","('세상', 4)","('세계', 3)","('주목', 3)","('원래', 3)","('겁', 2)","('시작', 2)","('마라', 2)","('주저', 2)","('기회', 2)","('우', 7)","('엄지손가락', 3)","('장미꽃', 3)","('너에게', 3)","('송이', 3)","('네모', 2)","('칸', 2)","('향기', 2)","('비밀', 2)","('정원', 2)"
"('나나', 10)","('오늘', 5)","('모습', 4)","('머리', 4)","('용기', 4)","('곳', 3)","('날', 3)","('속', 3)","('하늘', 3)","('구름', 3)","('이제', 2)","('뒷모습', 2)","('슬픔', 2)","('꺼', 2)","('가슴속', 1)","('외면', 1)","('날', 1)","('눈빛', 1)","('속', 1)","('사랑', 1)","('날', 10)","('하늘', 5)","('가오', 3)","('그리워', 3)","('해', 3)","('그날', 3)","('내리', 3)","('눈물', 3)","('이제', 2)","('서쪽', 1)","('우우', 6)","('우', 6)","('기억', 4)","('섬', 3)","('서로', 3)","('게', 2)","('오렌지', 2)","('태양', 2)","('아래', 2)","('그림자', 2)"
"('말', 4)","('수화기', 4)","('너를 사랑해', 3)","('눈물', 3)","('대답', 3)","('손', 3)","('동전', 3)","('개', 3)","('뿐', 3)","('오늘', 2)","('사랑', 7)","('투명', 2)","('사랑에 빠졌어', 2)","('기분', 2)","('느낌', 2)","('모닝커피', 2)","('사람', 2)","('창문', 1)","('빗소리', 1)","('만나', 1)","('지금', 6)","('넌', 3)","('맘', 2)","('오랜만', 1)","('자존심', 1)","('허락', 1)","('후에', 1)","('머리', 1)","('게', 1)","('빈자리', 1)","('사랑', 8)","('이별', 6)","('거지', 2)","('이유', 2)","('서로', 2)","('포기', 2)","('길', 2)","('발', 2)","('이후', 2)","('바다', 2)"
"('말', 10)","('마음', 6)","('사랑', 3)","('어젯', 2)","('밤', 2)","('맹세', 2)","('번', 2)","('뿐', 2)","('날', 2)","('위', 2)","('생각', 3)","('쯤', 3)","('거', 3)","('천만에요', 3)","('뒤', 2)","('남은', 2)","('지금', 2)","('홀로', 1)","('리필', 1)","('커피', 1)","('이야기', 9)","('행복', 6)","('끝', 4)","('속', 4)","('오늘', 3)","('너와 나', 3)","('거', 2)","('시작', 2)","('건', 2)","('가슴', 2)","('노래', 5)","('전', 4)","('거리', 4)","('사랑', 4)","('한번쯤', 3)","('모습', 3)","('발걸음', 2)","('날', 2)","('곳', 1)","('한번', 1)"
"('날', 4)","('말', 4)","('무어', 2)","('의미', 2)","('필요', 2)","('모습', 2)","('그리워', 2)","('해', 2)","('사랑', 2)","('앞', 2)","('날', 3)","('건', 2)","('맘', 2)","('탓', 2)","('이별', 2)","('허락', 2)","('끝', 2)","('곁', 2)","('처음', 1)","('길', 1)","('부탁', 3)","('더 가까이', 3)","('생각', 2)","('처음', 2)","('눈물', 1)","('투정', 1)","('기억', 1)","('사랑으로', 1)","('말', 1)","('마지막', 1)","('거', 6)","('집', 5)","('말', 5)","('연락', 4)","('바라', 4)","('앞', 4)","('꽃', 3)","('속', 2)","('샴푸', 2)","('향', 2)"
